player_id,player_name
202655,Ta'Shia Phillips
100754,TaKeisha Lewis
100866,Tai Dillard
1643473,Taina Mair
100412,Taj McWilliams-Franklin
100023,Tajama Abraham
100859,Tamara Bowie
200678,Tamara James
100734,Tamara Moore
100691,Tamara Stocks
100008,Tamecka Dixon
201477,Tamera Young
100496,Tamicha Jackson
100646,Tamika Catchings
100725,Tamika Raymond
100347,Tamika Whitmore
100047,Tammi Reiss
100077,Tammy Jackson
100628,Tammy Sutton-Brown
101020,Tan White
100236,Tangela Smith
101030,Tanisha Wright
100186,Tanja Kostic
100038,Tara Williams
100413,Tari Phillips
100934,Tasha Butts
201488,Tasha Humphrey
100555,Tausha Mills
203401,Tayler Hill
1643475,Taylor Bigby
202316,Taylor Lilley
1641659,Taylor Mikesell
1641667,Taylor Soule
1642814,Taylor Thierry
1630099,Te'a Cooper
1642804,Te-Hina Paopao
1629479,Teaira McCowan
100851,Teana Miller
1628911,Teana Muldrow
101024,Temeka Johnson
1627701,Temi Fagbenle
201890,Tenae Davis-Cain
1643457,Teonni Key
100979,Tera Bjorklund
100838,Teresa Edwards
100101,Teresa Weatherspoon
204298,Tess Madgen
100472,Texlin Quinney
203849,Theresa Plaisance
100034,Tia Jackson
100070,Tia Paschal
203403,Tianna Hawkins
100234,Ticha Penicheiro
203437,Tierra Ruffin-Pratt
100233,Tiffani Johnson
203839,Tiffany Bias
203026,Tiffany Hayes
201050,Tiffany Jackson
100521,Tiffany McCain
1627676,Tiffany Mitchell
200699,Tiffany Stansbury
100447,Tiffany Travis
100086,Tiffany Woosley
202250,Tina Charles
1630961,Tina Krajisnik
100093,Tina Nicholson
100076,Tina Thompson
100947,Toccara Williams
100033,Toni Foster
203404,Toni Young
1643439,Tonie Morgan
100398,Tonya Edwards
100557,Tonya Massaline
100062,Tora Suber
100218,Towana Alhaleem
100430,Tracy Henderson
100182,Tracy Reid
100010,Travesa Gant
100106,Trena Trice-Hill
100237,Tricia Bader Binford
203834,Tricia Liston
100399,Trisha Fallon
100427,Trisha Stafford-Odom
100284,Tully Bevilaqua
1630112,Tyasha Harris
200680,Tye'sha Fluker
100643,Tynesha Lewis
201068,Tyresa Smith
1642803,Ugonne Onyiah
100392,Ukari Figgs
100035,Umeki Webb
100468,Usha Gilmore
201491,Val Berezhynska
100389,Val Whiting
204468,Valeriane Ayayi
100437,Valerie Still
100933,Vanessa Hayden
100215,Vanessa Nygaard
100476,Vedrana Grgin Fonseca
100425,Venus Lacy
1631007,Veronica Burton
203037,Vicki Baugh
100458,Vicki Hall
100103,Vickie Johnson
100058,Vicky Bullett
1641687,Victaria Saxton
202643,Victoria Dunlap
203887,Victoria Macaulay
1628927,Victoria Vivians
203432,Waltiea Rolle
100074,Wanda Guyton
201504,Wanisha Smith
100655,Wendi Willits
100046,Wendy Palmer
201885,Whitney Boddie
1627682,Whitney Knight
200692,Willnett Crockett
1643432,Yarden Garzon
200715,Yelena Leuchanka
100419,Yolanda Griffith
100085,Yolanda Moore
101034,Yolanda Paige
201544,Yuko Oga
100026,Yvette Angel
1628304,Yvonne Anderson
203389,Yvonne Turner
200705,Zane Tamane
1641660,Zia Cooke
203001,Ziomara Morrison
1627639,Zoi Dimitrakou
100737,Zuzana Klimesova
100861,Zuzana Zirkova
